city,region,department,policy_id,title
福建省,福建省,省教育厅,8FBA18B5D7C77CCC7FAC82E96A19083B,地方性教育法规、政府规章起草
福建省,福建省,省教育厅,4B9E9F31A41DED4CD411924C13C42CA6,对高等学校招收港澳台研究生、本科生等资格的审核
福建省,福建省,省科技厅,8C73C82B37DDDC21CCEE294EA0205C51,省级科技类民办非企业单位进口科教用品免税资格审核
福建省,福建省,省科技厅,9C4FE073C7E0673E53777D5F1360C21C,省科学技术奖评审
福建省,福建省,省科技厅,0C7D1AF397228FE7B04BCE1801AB2370,对利用财政资金设立科学技术研究开发机构的考评
福建省,福建省,省科技厅,1DC148D432172924674DCAA0C9952789,高新技术企业认定
福建省,福建省,省科技厅,6BD185EA046A5A3FEF08A89A0A667838,对骗取省科学技术奖违法行为的处罚
福建省,福建省,省科技厅,87BFB7CDC03DCC75A3FFB8C19BEAADD5,科技型中小企业评价
福建省,福建省,省科技厅,726F6E3A6E502E3B1114919E95D74F9E,技术合同认定登记
福建省,福建省,省科技厅,9ACEE4FAB2714914EB091970C211A6BE,对科技计划项目和经费执行情况的检查监督
福建省,福建省,省科技厅,BBCE8F422FC70F96AF756087F6DAB2D4,拟订全省科技创新发展规划和年度计划
福建省,福建省,省科技厅,7B3D9CE21EB40AAB1A46C40DD96D0ACF,省技术先进型服务企业认定
福建省,福建省,省工信厅,9A2210B630D122012F4EC864DC43EE9D,计划用电限电序位表审核
福建省,福建省,省工信厅,ED33E876D2461F902DCFFA4B8E7CE383,组织开展节能、循环经济、清洁生产的宣传培训工作
福建省,福建省,省工信厅,1C4D51B9DBDB345C59DDADB6BA905A7A,承担福建省人民政府节约能源办公室日常工作，指导省节能中心有关业务工作
福建省,福建省,省工信厅,DB727A4AAE71C3463E345980E4A49ABC,推进重点用能单位节能管理（含6个子项）
福建省,福建省,省工信厅,BBD978BBE1BE832D224C6DF474FB7347,煤矿瓦斯等级鉴定机构资质认定
福建省,福建省,省工信厅,D67632EDE291FA05F44BB54E089FB573,福建省热电联产机组检查核验
福建省,福建省,省工信厅,3D1EF38837AD7311927D73DF04751214,做好节能、循环经济专项资金管理和绩效评估工作
福建省,福建省,省工信厅,E16BE94F042402C2FEDF48DB775FA5D7,组织拟订并协调实施能源资源节约和综合利用、发展循环经济、促进清洁生产和绿色制造的规划和政策措施
福建省,福建省,省工信厅,779BD128E9140C4EBAA4FD4F8670FFDD,组织开展节能目标责任评价考核
福建省,福建省,省工信厅,405B6A20B2C9A4A348F534D4076B4893,推动节能、节水重点工程（含5个子项）
福建省,福建省,省民族宗教厅,7704725FE3B3A409E053E20C010A1F6E,强制公民信仰宗教或者不信仰宗教或者干扰宗教团体、宗教活动场所正常宗教活动的处罚（含2个子项）
福建省,福建省,省民族宗教厅,7704725FE3B0A409E053E20C010A1F6E,全省性宗教团体未按规定办理变更登记或者备案手续等的处罚（含4个子项）
福建省,福建省,省民族宗教厅,75AF3FAA70AE019D6AB66BDAEE6FC853,宗教活动场所登记项目变更情况的监督检查
福建省,福建省,省民族宗教厅,1A5CE4BA65E046B66CD0648CB83CC22A,宗教活动场所宗教活动和涉外活动情况的监督检查
福建省,福建省,省民族宗教厅,FB37E23C12DD329BFC9CAB72C66ACE7D,宗教活动场所筹备设立的进展情况的监督检查
福建省,福建省,省民族宗教厅,4C3938C1F280EFCD4E3FF26DDF015309,全省性宗教团体筹备、成立、变更、注销的监督检查
福建省,福建省,省民族宗教厅,FFEC71E2EC4C8F3B413F978C24FDA853,全省性宗教团体遵守宪法、法律、法规和国家政策，依据其章程开展活动的监督检查
福建省,福建省,省民族宗教厅,7704725FE3AEA409E053E20C010A1F6E,宗教团体、宗教活动场所未按规定办理变更登记等的处罚（含6个子项）
福建省,福建省,省民族宗教厅,7704725FE3AFA409E053E20C010A1F6E,"宗教团体、宗教活动场所未按规定办理变更登记等的处罚
（含6个子项）"
福建省,福建省,省民族宗教厅,F652022A014EECB2AD27FDD4F29C9875,加入中国籍的外国人确定民族成份
福建省,福建省,省公安厅,2C355A8D51BD76F6B39E978CA210C5C9,未按指定的路线、时间及未按规定放置、粘贴学车专用标识的处罚（含2个子项)
福建省,福建省,省公安厅,750DF535FF1755D7703097ADEB5C03AE,对组织、教唆、胁迫、诱骗、煽动从事邪教、会道门活动等的处罚（含3个子项）
福建省,福建省,省公安厅,B95175030F9C359369D7AD0AB7F4779E,未对航空邮件安检的处罚
福建省,福建省,省公安厅,B25BDD3330ED980A31244DCEC468E451,承运人未全程监管承运物品的处罚
福建省,福建省,省公安厅,7924615FDF0393E5261E36B3E8CE09B3,携带、交运禁运物品等的处罚（含4个子项）
福建省,福建省,省公安厅,C40E0E504522BB409B2235EA8FC37950,装载未采取安全措施的物品的处罚
福建省,福建省,省公安厅,0D38D259FE2A4CA71A061B257BC5A979,承运人未核对登机旅客人数等的处罚（含2个子项）
福建省,福建省,省公安厅,BBDC97F5E0B8F093AAE52B79CF6D4259,违反警卫制度致使航空器失控的处罚
福建省,福建省,省公安厅,1225C08AE8028EB641518BB1CE61BA38,对煽动民族仇恨、民族歧视等的处罚（含2个子项）
福建省,福建省,省公安厅,2ABAEFE29E7427F242A904D1FF441EE0,违规出售客票的处罚
福建省,福建省,省民政厅,1151AC97566822060C5711A2EA9EC3FC,村民委员会成员任职培训
福建省,福建省,省民政厅,3DE1434CD66FF34804E3DA714A22E241,拟订并组织实施最低生活保障、特困人员救助供养、临时救助政策和标准
福建省,福建省,省民政厅,BEBCB787AF124680A41E7A3CC384F23E,贯彻执行国家和省有关老区工作的政策法规，拟订促进老区加快发展的政策措施和专项规划
福建省,福建省,省民政厅,05303B4E0597D47529F0FC12694015AD,负责殡葬执法监督，指导殡葬服务机构管理
福建省,福建省,省民政厅,C0E97502860DCE5BED1B8DE198F25C09,本行政区域的地名录、地名词典、政区图等标准地名出版物的编纂
福建省,福建省,省民政厅,27D98003F30699E82816144E066D9DF8,指导全省村（居)民委员会民主决策、民主管理、民主监督工作
福建省,福建省,省民政厅,86AC3DC7081530632915D784A1835F86,参与拟订医疗、住房、教育、司法等专项救助政策措施
福建省,福建省,省民政厅,29D4C9ED89720FF157904248E4B6A98F,对社会团体在申请登记时弄虚作假，骗取登记，或者自取得《社会团体法人登记证书》之日起1年未开展活动的处罚
福建省,福建省,省民政厅,DC7649A8B5D0AE806811BCD4A58417F2,对未经批准，擅自兴建殡葬设施的处罚
福建省,福建省,省民政厅,C5656DC30B355C2A354D48C24351EBDE,对福利彩票代销者违规的处罚
福建省,福建省,省司法厅,741074E577EEAA4BCF1F56E893331BFD,律师事务所及分所设立许可（含2个子项）
福建省,福建省,省司法厅,A7F7C607460C69D77D0EBCC259352CFE,"外国律师事务所驻华代表同时在两个以上代表机构担任或者兼任代表等的处罚
（含3个子项）"
福建省,福建省,省司法厅,7121656B4EB3B4F8DA4A645F7A698543,承担设区市政府规章、规范性文件备案审查工作及省政府各部门、平潭综合实验区规范性文件备案审查工作
福建省,福建省,省司法厅,39A4616F3581C3D5F31727D93EC32427,指导人民陪审员选任工作
福建省,福建省,省司法厅,A00383A2AB167E62C1F2BEE307482C13,承担地方立法工作
福建省,福建省,省司法厅,C2A73B7656BF40CF99AE174D38520220,对没有取得律师执业证书的人员以律师名义从事法律服务业务的处罚
福建省,福建省,省司法厅,A4A73719E60C610EC335B84F339C3BEC,主管全省法治宣传教育工作
福建省,福建省,省司法厅,3044C2A6B5FFCE6FA66E5653A50D4468,承办国家统一法律职业资格考试考务工作
福建省,福建省,省司法厅,B9E1172083685E2B62FDB6F37D75DC67,指导和监督管理全省法律援助工作
福建省,福建省,省司法厅,00C08521096FD1DA5A14230F972A1374,律师事务所变更名称、负责人、章程、合伙协议、组织形式
福建省,福建省,省财政厅,5FBB97273DDD11C4DB85B809EE80057E,省级文化企业国有资产产权登记
福建省,福建省,省财政厅,F86265629ADA94C1D48F5D6E901A8FA1,制定全省执法执勤类车辆配备使用管理办法，监督、指导市、县（区）一般公务用车购置审批管理工作
福建省,福建省,省财政厅,483ACD419BDA9DD4CCD166B2973E1EC8,负责本部门政府信息公开有关工作
福建省,福建省,省财政厅,43639F67DB64C7A7BC395EA0863943B1,资产评估机构和资产评估项目的监督检查
福建省,福建省,省财政厅,4AD944B4983526253E7FA283FDE0A75D,注册会计师及会计师事务所监督检查
福建省,福建省,省财政厅,F44AB020EC3DD1237E57A366F153473D,政府采购因特殊情况需要采用公开招标以外的采购方式的批准
福建省,福建省,省财政厅,A8BA08B56AD0DDAA1AFAC0F5DC3BE465,承担推进政府购买服务的有关工作
福建省,福建省,省财政厅,9C6771958E6543C2D2FE547A36906A07,参与提出收入分配政策建议和改革方案；管理住房改革和保障资金；参与承担清理规范公务员津贴补贴有关工作
福建省,福建省,省财政厅,5240833BA4A0554BC27CD36C82F01521,负责全省政府和社会资本合作（PPP）试点政策制定、推进和业务指导等工作
福建省,福建省,省财政厅,27CE60D0B77FF5C6688BD4D36FEDA99C,承担行政复议工作
福建省,福建省,省人社厅,A351FF23CD34B8422E6A8D4ACE38F1D0,人力资源服务(含3个子项）
福建省,福建省,省人社厅,6A8AE1A3B28BFDF78BEE2208C7DC9BC4,用人单位妨碍劳动保障监察执法等行为的处罚（含4个子项）
福建省,福建省,省人社厅,7B12A2931AA96A6835EB9C8B9D03E311,负责推动农民工相关政策的落实，协调解决重点难点问题，维护农民工合法权益
福建省,福建省,省人社厅,A135B47CAA49B967A34909E5FAFD0DB8,指导、监督和组织实施劳动保障监察，协调开展劳动者维权工作
福建省,福建省,省人社厅,143733FEC2BB0659F2DE668B6FBDE9D3,制定起草政策、编制发展规划
福建省,福建省,省人社厅,C6007B92D5063D2A3EFD35FE2962A2DE,补充保险经办机构资格认定
福建省,福建省,省人社厅,76F09F8E3051AEAB5EAAE60111E83D78,流动人员人事档案管理服务(含7个子项）
福建省,福建省,省人社厅,1EF637774FC20A4F08272DA0ED81F14C,高校毕业生就业服务(含2个子项）
福建省,福建省,省人社厅,77047260B6ABA409E053E20C010A1F6E,职业资格培训、职业技能培训的民办学校擅自分立、合并、变更、发布虚假招生简章或者广告，骗取钱财等行为的处罚
福建省,福建省,省人社厅,77047260B683A409E053E20C010A1F6E,人力资源服务许可
福建省,福建省,省自然资源厅,7601A30A38CAE553E1FD85FCC3EA2CEF,组织开展全省山、水、林、田、湖、草国土空间综合整治和矿山地质环境恢复治理以及海洋生态、海域海岸线和海岛修复等工作
福建省,福建省,省自然资源厅,829232CA81BFF50EB5F94B3314D0C1B5,指导临时用地复垦、绿色矿山建设工作
福建省,福建省,省自然资源厅,E534F245DF448CE03DCE02A49136E9AB,拟定并组织实施国土空间生态修复政策及国土空间生态修复规划
福建省,福建省,省自然资源厅,E36F4F5ECA773BB41444EF8FB67FA72E,负责耕地保护政策与林地、草地、湿地等土地资源保护政策的衔接
福建省,福建省,省自然资源厅,C29712AC95237BEEF4F1BAC92E1D8115,拟订设施农用地管理政策并指导设施农用地管理工作
福建省,福建省,省自然资源厅,D46AB314C553A67ECC0E871615E760D9,编制地质勘查规划
福建省,福建省,省自然资源厅,45BBCB4E415BA704C11C10B6940245D6,组织协调地质找矿突破战略行动
福建省,福建省,省自然资源厅,3485FCAA6CECA51C6C6055B806773449,汇总全省地质勘查成果和行业情况
福建省,福建省,省自然资源厅,60BA72D8C1B54757E402D07E400881E8,编制地质灾害防治规划
福建省,福建省,省自然资源厅,3622CB4686F6879052827EC67BD605A1,组织实施管理基础地质、海洋地质、水文地质、工程地质、环境地质、城市地质、农业地质、旅游地质等广义地质的调查、评价工作
福建省,福建省,省生态环境厅,56EFE4A026BE8C9D6E8E2CFC25066C8F,对城镇污水集中处理设施的出水水质和水量进行监督检查
福建省,福建省,省生态环境厅,64AAEDD8C7C682941A8B72DFA10105E4,对举报、投诉污染大气环境行为的奖励
福建省,福建省,省生态环境厅,1E82E7459D5E9A45FE8C2C541B6E093A,查封、扣押的财物拍卖抵缴罚款　
福建省,福建省,省生态环境厅,030F44134BA0CD581F54AC5F4E4BFFCA,海域污染物、废弃物或生活垃圾及固体漂浮物代处置
福建省,福建省,省生态环境厅,13DF9DEB7FBDA0A69B095B064C620208,监督实施建设项目环境保护设施同时设计、同时施工、同时投产制度
福建省,福建省,省生态环境厅,EC511985664DF7AB8B0BF6FB8ABDA9EC,负责本行政区域排污许可制度的组织实施和监督
福建省,福建省,省生态环境厅,B3CE53A27B9E8996D115D8D560A067DB,查封、扣押造成污染物排放的有关设施、设备、物品
福建省,福建省,省生态环境厅,89488FE4573F775BDD1E230F57CA8E42,海洋环境的监督管理
福建省,福建省,省生态环境厅,C21B3550B9E70F399AD9201911320C96,指导编制城市大气环境质量限期达标和改善规划
福建省,福建省,省生态环境厅,9B2397EF60E7D1FEBCDE92557C434C52,负责全省地表水生态环境监管工作
福建省,福建省,省住建厅,225BE74B75634716A66A976D9AAF503B,化工建设工程涉及的建筑安装工程质量监督管理
福建省,福建省,省住建厅,CADC9B0CD337DADFC83BAC15656F00F5,指导全省城市轨道交通的专项规划和工程建设
福建省,福建省,省住建厅,A5C1E9AD372F4000C32C6291762BF909,中国历史文化名镇名村、中国传统村落、全国重点镇以及全国特色景观旅游名镇（村）的审核转报
福建省,福建省,省住建厅,8B78B02B9E74112B8EAF3B817212C5D0,工程监理企业在监理过程中实施商业贿赂的处罚(含2个子项)
福建省,福建省,省住建厅,B9EE5F5649F02FD144C7EB78D8F979DD,建设单位未经县级以上建设行政主管部门审查同意，自行发包建筑工程等违法行为的处罚（含5个子项）
福建省,福建省,省住建厅,211EB26DDADAAEC12E2F45863AE207B9,发包方及发包代理单位或设计单位无正当理由限定承包方使用其指定的有关产品的处罚
福建省,福建省,省住建厅,79E013F417835F03D9CF408C8C436D30,建设单位采用欺骗、贿赂等不正当手段取得施工许可证的处罚
福建省,福建省,省住建厅,F5FF05B96B32540C3A4DFB548FDC58E4,建设单位将建设工程发包给不具有相应资质等级的单位承包的处罚
福建省,福建省,省住建厅,D174C8A210711818CBC52778AFBD82BD,聘用单位为申请人提供虚假注册造价工程师材料的处罚
福建省,福建省,省住建厅,9010F08BEAC0637B64630C7D15B6801D,建筑业企业未按照规定及时办理资质证书变更手续的处罚
福建省,福建省,省交通运输厅,5D29D8AC09D20D62A619BE8775C60228,从事内地与港澳间客船（含客滚船、客货船等）、 散装液体危险品船运输业务许可
福建省,福建省,省交通运输厅,EEB7C679E02935946864023DCE85B9D1,港口设施保安符合证书年度检验
福建省,福建省,省交通运输厅,7653C309B18B652CC0EF66FDE8568939,公路工程监理企业资质许可、资质复查的审核转报（公路工程专业甲级、乙级和公路工程专业特殊独立大桥专项、特殊独立隧道专项及公路机电工程专项监理资质）
福建省,福建省,省交通运输厅,1C71F117976448F60F8B3B0C3BE74204,占用、挖掘高速公路审批
福建省,福建省,省交通运输厅,A469995E85076DC649470726A9089550,省际普通货物水路运输许可的审批
福建省,福建省,省交通运输厅,DBB39D2F6008DA138B7E3D74EFD98C1B,公路、水运工程监理机构资质认定
福建省,福建省,省交通运输厅,770472616CF5A409E053E20C010A1F6E,"对在公路用地范围和公路两侧建筑控制区内设置公路标志以外的其他标志行为的行政强制
（含2个子项）"
福建省,福建省,省交通运输厅,770472616C42A409E053E20C010A1F6E,"对碍航物强制拆除或组织清除
（含2个子项）"
福建省,福建省,省交通运输厅,770472616D23A409E053E20C010A1F6E,"对在港口水域内从事养殖、种植活动、进行可能危及港口安全的采掘、爆破等活动或向港口水域倾倒泥土、砂石行为的行政强制
（含2个子项）"
福建省,福建省,省交通运输厅,770472616CF9A409E053E20C010A1F6E,"对导致航道通航条件严重下降、在航道和航道保护范围内采砂，损害航道通航条件的行政强制
（含2个子项）"
福建省,福建省,省水利厅,770472608FB6A409E053E20C010A1F6E,取水许可审批
福建省,福建省,省水利厅,770472608FBFA409E053E20C010A1F6E,兴建、扩建、改建水工程和与水资源有关的建设方案和设计文件审查
福建省,福建省,省水利厅,770472608FBCA409E053E20C010A1F6E,水工程度汛方案汛期调度运用计划审查（审批）
福建省,福建省,省水利厅,770472608FB7A409E053E20C010A1F6E,洪水影响评价类审批
福建省,福建省,省水利厅,9C52512897FDF32BD33F2D36728D8D3F,开展全省移民培训和移民工作人员培训
福建省,福建省,省水利厅,8B4F08417AC8C4031EEC7B4EB637AA2D,紧急防汛期的紧急处置
福建省,福建省,省水利厅,770472608FC8A409E053E20C010A1F6E,未经批准在河道、湖泊管理范围内从事工程设施建设活动或影响行洪未采取补救措施的处罚（含2个子项）
福建省,福建省,省水利厅,770472608FBDA409E053E20C010A1F6E,不按规定安装、使用取水计量设备的处罚(含2个子项）
福建省,福建省,省水利厅,770472608FB8A409E053E20C010A1F6E,水库大坝（水闸）安全鉴定意见审定
福建省,福建省,省水利厅,1DE613A3492F2DD12B02424A747D6FCC,水利水电工程移民安置有关事项审批（含安置规划大纲及规划、库底清理、移民安置验收）
福建省,福建省,省农业农村厅,E0636114656BE00D1FA545A2F081098A,未经批准或者采取欺骗手段骗取批准，非法占用土地建住宅的处罚
福建省,福建省,省农业农村厅,8E3BC8D1776917C996FE0D22619FB974,对农业技术推广工作中贡献突出的单位和个人的奖励
福建省,福建省,省农业农村厅,83BF3482BC00B0EEBDA5ADB6A70ECDBB,从事农业机械维修经营者不具有必要的维修场地，维修设施、设备和检测仪器，维修技术人员，安全防护和环境保护措施的处罚
福建省,福建省,省农业农村厅,61AE794F580829C69BAE49348ED6795D,农产品包装和标识工作奖励
福建省,福建省,省农业农村厅,503F21F7581C629627FDEDDABBDDF150,未办理检疫手续，试验、生产、推广农作物种子、苗木和其他繁殖材料等的处罚（含5个子项）
福建省,福建省,省农业农村厅,9BB4116540EDBF93F851D0375880B9AD,对在农药研制、推广和监督管理等工作中作出突出贡献的单位和个人，按照国家有关规定予以表彰或者奖励
福建省,福建省,省农业农村厅,1BB202B39F9B2EB28E8E7690019C4398,对参加重大动物疫情应急处理作出贡献的人员的表彰和奖励
福建省,福建省,省农业农村厅,2A786C5038C336F74536CB6DA7CA1F74,对在动物防疫工作、动物防疫科学研究中做出突出成绩和贡献的单位和个人的奖励
福建省,福建省,省农业农村厅,41D5AA864878C4A0691CFA622B0272C3,农作物种质资源保护、良种选育、推广等工作奖励
福建省,福建省,省农业农村厅,899ED2788AA317356E3C175DF1F0C418,对植物检疫工作作出显著成绩的单位和个人的奖励
福建省,福建省,省商务厅,E9357F6274F185D1AB456749B86BBD83,对商业特许人未按规定提供信息等行为的处罚
福建省,福建省,省商务厅,B81F53C24FAF24C7C4A450EAA4DD8784,对报废机动车回收企业不具备规定的资质认定条件的处罚
福建省,福建省,省商务厅,B6750CAAF6F5CC149C0A1083AB427C08,对外商投资企业或其投资者在禁止投资领域投资经营的处罚
福建省,福建省,省商务厅,8327129EF2839F123C26F78D26AD00CB,限制进出口技术许可
福建省,福建省,省商务厅,EACA8566D03E32CD944D7217C62F4992,对报废机动车回收企业的监督检查
福建省,福建省,省商务厅,7A01661DE7C385B3ED00E7F26AB2177E,对报废机动车回收企业未如实记录本企业回收的报废机动车信息并上传至报废机动车回收信息系统的处罚
福建省,福建省,省商务厅,ABE51091B3167AF86A4F5580FE136B3C,对外劳务合作企业未依照规定缴存或者补足备用金的的处罚
福建省,福建省,省商务厅,EBACF64523EDA6A3F38BAF5D9838AB5E,对汽车销售及其相关服务活动实施监督检查
福建省,福建省,省商务厅,F587AE2E23FCD103172C04B5A9B0A022,对机电产品招标人违规逃避国际招标行为的处罚
福建省,福建省,省商务厅,C1D8824658D19822515A53DB0594F72F,成品油批发、仓储企业经营资格年检
福建省,福建省,省文旅厅,C1EB43478C174C5D756E94A18101ED5F,拍卖企业经营文物拍卖资质许可
福建省,福建省,省文旅厅,D924FE56F7C5FFED899C65951C5E15F4,文物拍卖标的许可
福建省,福建省,省文旅厅,AF3459F4168062D0F46AFD89EE1929BA,设立文物商店审批
福建省,福建省,省文旅厅,0B7BE8C1813B768DE5CBAD44D5B8ED16,文物保护单位原址保护、迁移异地保护或拆除审批（含3个子项）
福建省,福建省,省文旅厅,3C11EECA8BD94A7291A49E0D79D0EC9F,馆藏文物调拨、交换、借用、取样和博物馆处理不够入藏标准、无保存价值的文物或标本审批（含3个子项）
福建省,福建省,省文旅厅,317789A2574F4AC370B01D836A55BBAF,核定为文物保护单位的属于国家所有的纪念建筑物或者古建筑改变用途审核
福建省,福建省,省文旅厅,7C9404D3DDAEF4CB5332E24DEA5B422B,外国公民、组织和国际组织参观未开放的文物点和考古发掘现场审批
福建省,福建省,省文旅厅,838B7B3A27E5EFDD51DCD807007B24CD,艺术品进出口经营（涉外商业性艺术品展览）活动审批（含2个子项）
福建省,福建省,省文旅厅,48A9C38971D44A923D73E03727AB9C2E,省级非物质文化遗产代表性项目代表性传承人认定
福建省,福建省,省文旅厅,60AC4A617EC2890348C94C2286577CDC,对以政府或者政府部门的名义举办营业性演出或者营业性演出冠名违反规定拒不改正或者造成严重后果需吊销省级核发的营业性演出许可证的处罚
