:START_ID,:END_ID,:type,article_id,od
知识产权,融资,在,"2,273,478,824,843"
知识产权质押,贷款,在,"2,274,684"
贷款,贴息政策,在,"2,560"
贴息政策,民营企业,在,2
贷款,保险业务,在,2
集成电路,福建省,在,2
福建省,十三五,在,"2,173,236,794,872"
十三五,新兴产业,在,"2,236,302,404"
福建省,自主知识产权,在,2
自主知识产权,产业导航,在,2
产业导航,大数据,在,2
大数据,民营经济,在,2
知识产权,知识产权服务,在,"2,824"
知创中国”与“知创福建,知识产权,在,"2,824"
知识产权,公共服务平台,在,2
公共服务平台,知识产权,在,2
民营企业,福建省,在,2
福建省,装备制造业,在,2
装备制造业,知识产权,在,2
互联网+”等信息化手段强化知识产权保护能力，在相关重点领域继续开展“护航,执法,在,2
执法,违法行为,在,"2,277,328"
中小企业,中小工业企业,在,2
银行,金融机构,在,"2,22,270,271,273,274,282,314,315,469,472,503,508,509,529,536,560,566,584,623,636,684,761,789,790,817,828,834,838,885,906,908"
金融机构,民营企业,在,"2,273"
民营企业,愿贷、敢贷、会贷,在,2
民营企业,融资,在,"2,273,329,478,585,761,790"
上市,中小企业,在,2
中小企业,上市,在,2
上市,融资,在,"2,271,282,314,315,903,904"
新三板,融资,在,2
融资,民营企业,在,"2,273,314,315,406,790"
民营企业,银行,在,"2,790"
银行,银行间市场和沪深交易所,在,2
银行间市场和沪深交易所,融资,在,2
融资,风险,在,"2,22,151,231,270,274,280,313,478,503,834,885,908"
风险,民营企业,在,"2,478"
金融,民营企业,在,"2,790"
民营企业,小微企业,在,"2,273,508,790,817"
小微企业,金融,在,"2,311,560,585,738,790"
金融,融资,在,"2,293,311,536,585,666,783,808,815,817,843,885"
福建省,金融,在,"2,28,273,318,319,327,412,436,458,508,540,560,585,666,713,817,839"
金融,服务实体经济十佳金融机构”“十强金融机构,在,2
中小企业,内外市场,在,2
海关,国际市场,在,2
培训,经贸摩擦,在,2
预警,经贸摩擦,在,2
经贸摩擦,经贸摩擦预,在,2
经贸摩擦预,经贸摩擦预警,在,2
民营经济,民营企业,在,"2,273"
工商联,商会组织,在,2
商会组织,民营企业,在,"2,285,606"
工商联,思想库”和“智囊团,在,2
融资,融资难题，引导企业用好省级纾困基金,在,2
融资难题，引导企业用好省级纾困基金,纾困专项债,在,2
民营企业,混合所有制经济,在,2
走出去,培训,在,2
培训,风险,在,2
民营企业,科技创新项目,在,2
科技创新项目,人才,在,2
人才,民营企业,在,"2,478"
民营企业,6·18”、“9·8,在,2
6·18”、“9·8,人才,在,2
民营经济,落实情况,在,2
落实情况,中小微企业,在,2
政府部门,国有企业,在,"2,478,503,809,838"
民营企业,账款,在,"2,273,314,315,478,738"
银行,贷款,在,"2,22,151,224,231,238,297,406,458,478,526,542,549,554,559,560,566,584,585,588,632,668,680,862,903,906,908"
实体经济,信贷,在,2
小微企业,贷款,在,"2,270,273,282,311,375,418,458,463,478,503,560,790,834"
贷款,贷款发放，加强无贷户的首贷,在,2
金融,贷款,在,"2,23,314,315,458,556,583,585,636,755,771,806,827,862,903"
贷款,审批,在,"2,22,540,556,904"
审批,一刀切,在,2
一刀切,信贷,在,2
信贷,金融,在,"2,540,585"
小微企业,账款,在,"2,4,828"
融资,“产融云,在,2
“产融云,金融,在,2
绿色票据,绿色票据、并购票据,在,2
绿色票据、并购票据,融资,在,2
金融,金融专项债,在,2
福建省,征信业务综合平台,在,2
征信业务综合平台,金融机构关注度高、时间节点性强、对防范信贷风险有重要意义,在,2
金融机构关注度高、时间节点性强、对防范信贷风险有重要意义,银行,在,2
福建省,税务局,在,"2,16,25,26,82,146,147,161,174,185,203,253,277,356,357,383,386,481,495,496,539,547,594,674,741,783,803,858,859"
党中央,国务院,在,"2,528,803,830,860"
国务院,增值税改革,在,2
增值税改革,创业创新,在,2
中小企业,税收优惠政策,在,2
税收优惠政策,税收优惠政策的宣传工作,在,2
税收优惠政策的宣传工作,纳税人,在,2
纳税人,税收优惠政策,在,2
税务证明,纳税人,在,2
纳税人,纳税人办理相关涉税事项的资料，确保2019年底前对纳税人,在,2
福州,海关,在,"2,16,25,82,274,383,418,543,741,780,783,872,903"
一号工程,跨境贸易便利化,在,2
日分析、周通报、月总结,预警,在,2
海关,一个系统、一次受理,在,2
中小企业,银行,在,2
一带一路,中小企业,在,2
小微企业,小微企业的成长过程、发展特点,在,2
贷款,小微企业,在,"2,403,478,536"
银行,保险机构,在,"2,418"
保险机构,贷款,在,2
小微企业,融资,在,"2,11,62,231,270,282,297,418,503,509,834,838,862"
两禁两限,两禁两限”基础上，鼓励有条件,在,2
两禁两限”基础上，鼓励有条件,银行,在,2
银行,落实情况,在,2
银行,负面清单,在,2
贷款,律法规,在,2
银行,小微企业,在,"2,311,478"
小微企业,组织架构,在,2
保险机构,政司银保企信息,在,2
银行,金融,在,"2,458,540,669,817"
审批,贷款,在,"2,22,556"
银行,互联网+大数据+金融+税务,在,2
互联网+大数据+金融+税务,信贷,在,2
股东,融资,在,2
融资,融资，降低股权质押比率,在,2
融资，降低股权质押比率,风险,在,2
中小微企业,融资,在,"2,4,231,406,509,585,636"
中小企业,金融,在,"2,73,536,828,888"
平潭综合实验区,金融,在,"3,5,8,16,18,25,66,75,76,85,147,153,154,155,184,196,224,225,226,227,228,318,382,383,470,472,481,485,492,513,534,560,577,585,674,727,741,748,778,789,811,839,867,870,887,898"
中小企业,专精特新,在,"3,29,841,898"
专精特新,省政府,在,3
龙头企业,关键零部件,在,"3,348,450,898"
关键零部件,关键零部件、关键元器件,在,"3,898"
发明专利,软件著作权,在,"3,898"
软件著作权,专有技术,在,"3,898"
专有技术,自主知识产权,在,"3,898"
发明专利,专有技术,在,"3,898"
平潭综合实验区,财政部,在,"3,160,898"
财政部,福建省,在,"3,898"
福建省,专精特新,在,"3,8,14,76,346,348,360,450,451,705,750,753,759,760,898"
专精特新,中小企业,在,"3,8,14,29,76,83,282,346,348,360,450,451,705,737,750,753,759,760,841,898"
企业法人,营业执照,在,"3,31,348,450,760,832,898"
关键零部件、关键元器件,地位说明材料,在,"3,898"
专有技术,新技术、新产业、新业态、新模式,在,3
审核,福建省,在,"3,75,222,477,674,750"
福州,厦门,在,"3,496,757,783,794,817,818,838,842,872,903"
厦门,漳州,在,"3,237,817"
漳州,泉州,在,"3,62,237,239,240,277,457,552,562,701,737,796,817,847,892"
泉州,莆田,在,"3,12,62,237,277,457,701,783,817,892"
莆田,平潭综合实验区,在,"3,299,308"
附件,省工信厅,在,"3,4,469,520"
省工信厅,福建省,在,"3,348,450,753"
中小企业,省工信厅,在,3
省工信厅,省工信厅、财政厅,在,"3,8,11,277,485,536,623,773,775,781,805,806,812"
省工信厅、财政厅,中小企业,在,"3,773"
中小企业,财政部,在,"3,485"
省工信厅,中小企业,在,"3,4,8,10,14,457,469,472,750,773,789,812,841"
福州,金融,在,"4,11,23,62,130,543"
金融,平潭综合实验区,在,"4,870"
平潭综合实验区,银行,在,"4,229"
银行,银行省内各设区市中心支行,在,4
银行省内各设区市中心支行,平潭综合实验区,在,4
平潭综合实验区,福州,在,"4,11,23,28,29,62,115,130,446,477"
融资,中小微企业,在,"4,231,458,560,585,838"
融资,账款,在,"4,282,314,315,458,503,540,585,790"
融资,中小企业,在,"4,231,282,469,503,540,820"
中小企业,金融机构,在,"4,66,820"
银行,账款,在,"4,282,314,315,540"
融资,小微企业,在,"4,11,231,270,418,478,503,560,834"
账款,贷款,在,"4,314,315,680"
贷款,融资,在,"4,23,231,274,280,536,560,585,588,771,838,908"
融资,银行,在,"4,231,273,478,560,669,698,797,828"
省工信厅,专项资金,在,4
专项资金,账款,在,4
省工信厅,账款,在,4
银行,融资,在,"4,22,273,458,529,566,669,797,817,820,838,862"
融资,附件,在,"4,11,22"
人行福州中心支行,信贷,在,4
附件,账款,在,"4,469"
银行,福州,在,"4,151,229,271,329,458,529,543,560,585,820"
中小企业,小型微型企业,在,"5,14,18,27,472,789"
小型微型企业,创业创新,在,"5,12,14,18,51,59,75,472,503,639,789"
审核,省工信厅,在,"5,8,851"
省工信厅,审核,在,"5,8,11,348"
审核,厦门市,在,5
厦门市,福建省,在,5
创业创新,小型微型企业,在,"5,12,503,639"
省级财政,示范基地,在,"5,906"
示范基地,福建省,在,"5,869"
福建省,专项资金,在,"5,7,153,226,257,310,644,674,744,870"
厦门市,厦门市软件园三期创新社区,在,5
厦门市软件园三期创新社区,专项资金,在,5
专项资金,专项资金补助，所需资金,在,5
专项资金补助，所需资金,厦门市,在,5
示范基地,省工信厅,在,5
省工信厅,省财政厅,在,"5,8,160,472,529,789"
泉州,高校,在,"7,80"
能源,新兴产业,在,"7,160,198,231,257,446,870,903"
氟化工产业,省政府,在,7
萤石,氟化工产业,在,7
氟化工产业,萤石,在,7
产业园区,氟化工产业,在,7
省发改委,工信厅,在,"7,158,271,274,277,316,318,463,530,545,684,738,781,784,805,806,808,815,818"
工信厅,工信厅、生态环境厅,在,"7,277,328,708"
龙头企业,科研院所,在,7
科研院所,臭氧,在,7
萤石,化工园区,在,7
专项资金,萤石,在,7
产业化,产业化、集约化,在,7
泉州,工信厅,在,7
萤石,采选矿工艺,在,7
采选矿工艺,萤石,在,7
萤石,开采回采率,在,7
开采回采率,选矿回收率,在,7
基础设施,人才,在,7
氟化工项目,明溪氟新材料产业园,在,7
明溪氟新材料产业园,南平市邵武金塘工业区,在,7
南平市邵武金塘工业区,顺昌金山新材料产业园,在,7
顺昌金山新材料产业园,漳平市新材料产业园,在,7
污水,监控装置,在,7
监控装置,风险,在,7
污水,危险废物,在,7
危险废物,危险废物集中处理处置,在,7
危险废物集中处理处置,基础设施,在,7
基础设施,专项资金,在,7
省工信厅,省工信厅、发改委、财政厅、应急厅、生态环境厅,在,7
省工信厅、发改委、财政厅、应急厅、生态环境厅,省工信厅、发改委、财政厅、应急厅、生态环境厅、商务厅,在,7
省工信厅,省工信厅、发改委、财政厅、生态环境厅,在,7
省工信厅、发改委、财政厅、生态环境厅,省工信厅、发改委、财政厅、生态环境厅、商务厅,在,7
工信厅,工信厅、财政厅，三明、南平和龙岩市政府,在,7
氟化工项目,福建省,在,7
省工信厅,省工信厅，三明、南平和龙岩市政府,在,7
氟化工企业,省级财政,在,7
省级财政,专项资金,在,"7,299,308,730"
租赁合同,租赁合同明确合同,在,7
租赁合同明确合同,融资,在,7
省工信厅,省工信厅、财政厅，三明、南平和龙岩市政府,在,7
龙头企业,氟化工产业,在,7
龙头企业,高校,在,"7,46,298,311,312,313,497,755,787,843,846"
高校,科研院所,在,"7,46,116,148,162,177,189,193,204,219,270,271,273,280,285,298,300,307,311,313,406,497,530,552,574,668,761,765,775,781,797,805,808,815,820,834,842,863,885,901,903"
科研院所,基金,在,"7,298"
基金,氟化工产业,在,7
龙头企业,法人,在,"7,189,298,775,808,815"
一事一议,一事一议”给予政策,在,7
省科技厅,省科技厅、财政厅,在,"7,280,298,775,806"
省科技厅、财政厅,省科技厅、财政厅、发改委、教育厅，三明、南平和龙岩市政府,在,7
氟化工企业,研发费用加计抵扣政策,在,7
省科技厅、财政厅,税务局,在,7
税务局,税务局，三明、南平和龙岩市政府,在,7
职业院校,订单,在,7
订单,现代学徒制,在,7
现代学徒制,培训,在,7
氟化工产业,科学家,在,7
科学家,高校,在,7
科研院所,人才,在,"7,46,116,299,307,308,311"
人才,海纳百川,在,"7,906"
海纳百川,人才,在,"7,906"
福建省,人才,在,"7,167,201,282,298,299,300,308,311,338,406,725,794,838"
福建省,台湾,在,"7,297,298"
台湾,人才,在,"7,285,297,298,406,725"
省委,人才,在,"7,282,298,299,300,308,684,781,805"
人才,工信厅,在,7
工信厅,工信厅，三明、南平和龙岩市政府,在,7
氟化工产业,金融机构,在,7
金融机构,自主知识产权,在,7
氟化工企业,上市,在,7
企业通过股权、债券,融资,在,7
融资,融资方式，拓宽,在,7
融资方式，拓宽,融资,在,7
人行福州中心支行,福建证监局,在,"7,44,280,282,314,315,904,906"
福建证监局,省发改委,在,"7,44"
工信厅,金融,在,"7,274,497,503,797"
基金,氟化工项目,在,7
金融,福建证监局,在,"7,44,282,307,458"
执法,污水,在,7
污水,固体废物,在,7
固体废物,危险废物,在,7
省生态环境厅,省生态环境厅，三明、南平和龙岩市政府,在,7
产业园区,监督管理工作,在,7
监督管理工作,风险,在,7
省应急厅,省应急厅，三明、南平和龙岩市政府,在,7
福建省,发展和改革委员会,在,"7,26,161,184,196,233,235,237,238,242,249,297,316,317,327,328,329,330,335,355,405,427,463,468,470,480,482,486,510,518,519,523,524,529,533,536,555,556,582,589,599,600,606,609,619,637,647,754,775,811"
福建省,福建省生,在,"7,328,335,496,518,519,874"
审核,福州,在,"8,76"
福州,福建省,在,"8,76,175,193,197,325,326,471,502,528,819,859,861"
福建省,省工信厅,在,"8,530"
省工信厅、财政厅,财政部,在,8
财政部,最后一公里”，增强我省“专精特新,在,"8,76"
惠企政策项目管理系统,惠企政策项目管理系统”要求，完善资金拨付程序,在,"8,75,76"
省财政厅,专精特新,在,"8,76,898"
附件,福建省,在,"8,9,16,18,22,25,27,31,36,37,41,49,51,56,64,66,71,72,74,75,76,77,145,148,153,161,173,175,181,185,186,189,193,198,209,226,233,235,242,257,262,263,284,325,326,331,333,335,336,340,341,344,356,357,359,360,366,372,420,446,450,454,461,464,477,481,483,484,485,487,489,490,493,495,502,506,511,512,516,517,522,528,535,546,548,558,593,600,612,613,628,630,647,648,650,657,658,659,670,679,686,688,689,699,702,705,716,717,718,721,722,737,740,743,749,750,760,766,769,773,774,787,789,791,792,795,812,816,819,822,823,829,840,844,848,851,855,858,859,861,864,870,882,887,896,898,904,910"
法人,中小企业,在,"10,450,903"
专业化,关键零部件,在,10
关键零部件,关键零部件、元器件,在,"10,348,450"
自主知识产权,科技成果,在,"10,236"
平潭综合实验区,附件,在,"10,27,36,196,197,222,288,611,622,723,731,802,811,845"
平潭综合实验区,审核,在,"10,31,49,58,197,219,222,529,794,802,812,832,845,902"
厦门,平潭综合实验区,在,"11,96,238,276,513,739,841"
金融,泉州,在,"11,23,28,62,115,130"
泉州,金融,在,"11,23,28,62,130"
融资,实体经济,在,"11,231"
实体经济,小微企业,在,11
省财政厅,工信厅,在,"11,503,771"
工信厅,中央财政,在,11
中央财政,审计,在,"11,244"
审计,审计结果,在,11
省工信厅、财政厅,融资,在,11
省工信厅,审计,在,"11,529"
审计,融资,在,"11,22"
融资,审计,在,"11,22"
审核,审计,在,"11,348,503"
审计,专项资金,在,"11,22"
莆田,中小企业,在,"12,485"
创业创新,示范基地,在,"12,18,503"
中小企业,附件,在,"14,51,59,372,461,487,522,535,548,750,773,823"
福建省,小型微型企业,在,"14,18,75"
创业创新,附件,在,"14,18,51"
福建省,小企业,在,"14,18,27,66,125,130,485,773"
小企业,小型微型企业,在,14
小企业,审计,在,14
创业创新,审计,在,14
审计,审计工作,在,"14,22,750"
审计,中小企业,在,"14,22,750"
审计,审计工作，并于12月5日前分别将反映申报单位真实情况,在,14
审计工作，并于12月5日前分别将反映申报单位真实情况,审计,在,14
附件,审计,在,"14,22,750"
审计,福建省,在,"14,750"
中小企业,台申报单位,在,14
科技成果,产业化,在,"15,312,642,863,907"
税务局,平潭综合实验区,在,"16,25,147,174,382,383,481,674,741,858,859"
金融,税务局,在,"16,25,174,382,383,481,494,539,741,845,858,859"
福建省,附件,在,"16,22,25,47,153,163,181,192,226,257,258,323,331,336,356,382,455,492,495,648,660,716,717,718,720,721,792,795,840,848,854"
福建省,科学技术厅,在,"16,25,82,134,148,154,157,158,159,161,162,163,164,165,167,170,172,173,174,175,176,177,178,182,189,190,192,193,199,201,203,204,205,208,209,210,211,212,215,217,218,219,325,334,336,337,338,339,341,342,346,347,352,356,357,361,369,370,371,372,373,382,383,386,399,405,407,408,409,410,419,429,431,439,442,447,461,462,463,470,481,483,491,495,496,514,522,533,535,548,552,574,575,580,590,596,608,625,633,642,648,654,655,659,660,674,689,690,725,727,729,730,743,745,751,765,775,784,785,793,823,839,844,848,859,861,863,864,867,873,887,888,909,910"
福建省,国家税务总局,在,"16,547"
国家税务总局,福建省,在,"16,25,26,146,147,161,174,185,253,277,356,357,383,386,475,481,495,496,539,547,594,674,741,803,858,859"
厦门,海关,在,"16,25,383,741,783"
大精神,供给侧结构性改革,在,17
供给侧结构性改革,省政府,在,17
税收负担,融资,在,17
金融,福建省,在,"18,241,412,585,820"
中小企业,法人,在,18
法人,福建省,在,"18,47,238,795"
创业创新,法人,在,18
小微企业,培训,在,"18,528"
中小企业,福建省,在,"18,29,33,750,789,888,898"
法人,营业执照,在,"18,47,51,192,741,773,795,812,863"
小微企业,福建省,在,18
省财政厅,省经信委,在,18
省经信委,省财政厅,在,"18,49,66,75,76,86,198,898"
省经信委,省经信委、财政厅,在,"18,44,282,311,314,315,899,901,903"
省经信委,中小企业,在,"18,29,33,51,75,76,130,145"
平潭综合实验区,福建省,在,"18,115,318,618,739,802,898"
创业创新,泉州,在,18
小型微型企业,示范基地,在,"18,75"
示范基地,省经信委,在,"18,75"
附件,贷款,在,22
贷款,附件,在,"22,23"
审计,金融机构,在,22
存款,贷款,在,22
福建省,小微企业,在,"22,102,105,109,117,138,144,145,375,509"
中小企业,审计,在,22
融资,融资行为,在,22
审计,账户、信贷,在,22
贷款,银行,在,"22,273,458,503,529,540,542,554,560,585,668,820"
贷金额不一致的行为，重点查看已进入司法,贷金额不一致的行为，重点查看已进入司法程序的放贷,在,22
银行,银行业金,在,22
银行业金,银行业金融机构,在,22
银行业金融机构,贷款,在,22
贷款,贷款，以及名义借款,在,22
贷款，以及名义借款,贷款,在,22
贷款,贷款余额与资本净额的比例，贷款,在,22
贷款余额与资本净额的比例，贷款,贷款,在,22
贷款,减值准备金,在,22
风险,风险准备金,在,22
风险准备金,税收贡献率,在,22
贷款,违规行为,在,22
开展以证券,开展以证券交易,在,22
审计,金融,在,22
审计,按照与我委签订的委托协议,在,22
按照与我委签订的委托协议,审计,在,22
审计,贷款,在,"22,478,529"
福州,厦门市,在,"23,28,115,239,240,477,482,537,593,832,838,892"
厦门市,金融,在,"23,28,115,817"
金融,福州,在,"23,62,274,783"
金融,风险,在,"23,28,231,241,307,458,636,806,838,846"
风险,风险，维护,在,23
风险，维护,金融,在,23
金融机构,贷款,在,"23,509,536,560,584"
审批,风险,在,"23,62"
风险,金融,在,"23,28,314,315,458,806,838,862"
金融,金融机构新设、变更等工商登记信息，以及无证类金融,在,23
融资,贷款,在,"23,83,270,282,529,536,588,834,838,843,904,906"
贷款,福建省,在,"23,509"
平潭综合实验区,高校,在,"24,70,81,173,193,520,788,799"
创新重点项目扶持资金,厦门市,在,24
专项资金,专项资金扶持的企业技术创新类项目,在,24
莆田,福建省,在,25
人民政府,"人民政府,平潭综合实验区管委会,省直有关部门,各设区市经信委(局)、发改委、财政局、环保局、建设局(建委、公用局、市政园林局)、规划局(委)、交通运输局",在,26
能源,省经信委,在,26
省经信委,省发改委,在,26
福建省,福建省住,在,"26,94,328,329,463,504,506,695,766,767,768,769,770,875"
能源,环境质量，建设清新福建，结合我省实际情况,在,26
然气基础设施建设，完善天然,清洁能源,在,"26,277"
清洁能源,清洁能源的主体能源,在,26
天然,能源,在,"26,277"
能源,消费结构中的比例得到明,在,26
莆田,漳州,在,"26,413"
省发改委,人民政府,在,"26,305,306,307,545,680,752,755,797,808,815,818,840,872"
人民政府,燃气基础设施建设结合经济发展中长期规划，不断完善燃气发展规划，按照“宜管则管，宜罐则罐”的原则，提高城镇燃气普,在,26
人民政府,省住建厅,在,"26,274,328,545,847"
省住建厅,产业园区,在,26
产业园区,气项目,在,26
省发改委,省经信委,在,"26,44,198,285,314,315"
省经信委,人民政府,在,"26,282,298,299,305,307,308,755,899,904,906"
人民政府,省发改委,在,"26,237,275,328,545"
省发改委,省环保厅,在,26
省环保厅,省商务厅,在,26
省商务厅,天然,在,26
天然,舶燃料,在,26
省住建厅,省发改委,在,26
省发改委,省发改委，省国土厅,在,26
省发改委，省国土厅,省发改委，省国土厅、省海洋渔业厅,在,26
省发改委，省国土厅、省海洋渔业厅,省环保厅,在,26
省环保厅,融资,在,26
人民政府,金融,在,26
金融,染燃料,在,26
燃料,清洁能源,在,26
人民政府,省环保厅,在,"26,237"
省环保厅,省经信委,在,26
人民政府,省交通运输厅、省海洋渔业厅,在,26
省交通运输厅、省海洋渔业厅,省交通运输厅、省海洋渔业厅、省质监局,在,26
省交通运输厅、省海洋渔业厅、省质监局,市场体系,在,26
人民政府,煤改气,在,26
煤改气,煤改气”企业，依法享受环境保护、节能节水项目企业所得税优惠政策,在,26
人民政府,省商务厅,在,"26,237,783"
省商务厅,省财政厅,在,"26,153,221,226,228,566,696,779,783"
省财政厅,福建省,在,"26,789,898"
福建省,产业园区,在,26
煤改气,煤改气”项目，符合条件的享受同,在,26
能源,煤改气”项目同等优惠政策,在,26
金融,金融机构应给予提供信贷,在,26
金融机构应给予提供信贷,融资,在,26
省商务厅,福建省税务局,在,26
省住建厅,省住建厅、省交通运输厅,在,26
省住建厅、省交通运输厅,省发改委,在,26
省发改委,省发改委、省质监局,在,26
人民政府,省国土厅,在,26
省国土厅,省住建厅,在,"26,293"
省住建厅,人民政府,在,"26,482,680"
平潭综合实验区,中小企业,在,"27,29,33,73,531,552,773,809,828,888"
公共服务平台,中小企业,在,27
附件,中小企业,在,"27,29,96,131,157,204,737,793,888"
清理整治类金,清理整治类金融机构,在,28
清理整治类金融机构,金融,在,28
风险,风险、维护金融,在,28
省政府,省政府工作部署及我委,在,29
专精特新,福建省,在,29
专精特新,专精特新”特征如下：1.专业化,在,29
省财政厅,中小企业,在,"29,820"
福州,厦门入库1200家，漳,在,29
厦门入库1200家，漳,厦门入库1200家，漳州,在,29
福建省,习近平,在,"30,557,570,797"
习近平,省政府,在,"30,424,892"
数字化,云端积累，为改进设备运行质效、优化生产工艺,在,30
