id,para,entity,label
7,加快氟化工产业结构调整，淘汰不符合产业政策的工艺、设备、产品,化工|产业政策,-1
7,二、加强萤石矿资源的优化配置,萤石|资源,-1
7,（一）加强萤石矿产资源保障力度,萤石|资源,-1
7,萤石行业准入标准,萤石|标准,-1
7,，促进采选矿企业向产业化、集约化转变,选矿企业|产业,-1
7,（二）支持氟化工园区开展循环经济示范园区创建,化工|示范园区,-1
7,（一）对重点建设项目给予用地优惠,重点|项目,-1
7,（一）支持建设氟化工产业创新平台,化工产业|平台,-1
7,对特别重大的研发机构引进按照“一事一议”给予政策支持,研发机构|一事一议,-1
7,福建省标准化工作专项资金管理办法,标准化工|专项资金,-1
7,责任单位：省市场监管局、工信厅,责任单位|工信厅,-1
7,支持企业通过股权、债券等融资方式，拓宽融资渠道,企业|方式,-1
8,福建省经济和信息化委员会,福建省|信息化,-1
8,福建省人民政府关于支持全省中小企业发展十条措施的通知,福建省|中小企业,-1
11,各市、县（区）财政局、平潭综合实验区财政金融局，国家税务总局福建省各市、县（区）税务局、平潭综合实验区税务局：,国家税务总局|税务局,-1
11,四、各级财税部门要充分认识小微企业普惠性税收减免的重要意义，切实承担起抓好落实的主体责任，加强组织领导，精心筹划部署，不折不扣落实到位,财税|小微企业普惠性税收,-1
11,要密切跟踪政策执行情况，对政策执行中各方反映的突出问题和意见建议，要及时向省财政厅、省税务局反馈,政策|税务局,-1
11,国家税务总局福建省税务局,国家税务总局|税务局,-1
12,为规范科技创新券补助专项资金的使用和管理，促进创新创业事业发展，根据省政府,科技|专项资金,-1
12,（一）负责安排年度创新券专项资金预算；,年度|专项资金,-1
12,（四）鼓励设区市财政设立本级创新券专项资金,设区|专项资金,-1
12,（三）负责年度实施情况的监督检查和工作总结；,年度|检查和,-1
12,（二）鼓励有条件的县（市、区）设立，共同加大对科技企业和创客科技创新的支持力度,科技|创客,-1
12,（二）结合实际建立健全监管制度，规范创新券专项资金申请、审核、确定补助、发放等管理，开展监督检查和组织实施绩效管理,专项资金|检查和,-1
12,科技型中小企业评价办法,科技型中小企业|办法,-1
12,（三）大仪产权单位，指加入省重大科研基础设施和大型科研仪器服务平台管理的重大科研基础设施和大型科研仪器产权管理单位,大仪产权单位|科研,-1
12,技术（开发、转让、咨询、服务）是指合同总额不超过20万元的技术转让、技术开发、技术咨询、技术服务等方式的科技创新服务,技术|科技,-1
12,各设区市、县（市、区）可根据本办法，结合工作实际，制定具体的管理实施方案或办法,设区|办法,-1
12,本办法由省科技厅会同省财政厅负责解释,办法|科技厅,-1
12,福建省科技创新券补助暂行管理办法,科技|办法,-1
14,财政部关于拨付2018年财政专项扶贫资金的通知,专项|资金,-1
14,中央财政专项扶贫资金管理办法,中央财政专项|资金,-1
14,"有关设区市应尽快研究下达此项资金,及时将资金分配使用情况录入全国扶贫开发信息系统和福建省扶贫资金在线监管系统",市应|资金,-1
15,闽农综〔2018〕91号各市、县（区）农业局、扶贫办、科技局、财政局、人力资源和社会保障局，人民银行省内各市中心支行、县（区）支行，各银监分局、监管办：,农业|人民银行,-1
15,关于培育贫困村创业致富带头人的指导意见,贫困村创业|带头人,-1
15,要求，福建省农业厅、科技厅、财政厅、人社厅，中国人民银行福州中心支行、中国银监会福建监管局、中国保监会福建监管局提出如下实施意见,农业|人民银行,-1
15,创业致富带头人选择，按照自下而上、公开公示程序进行,创业|带头人,-1
15,基本程序是，由个人（或法人）提出申请、村两委考察后推荐、乡（镇）政府初核后报县级扶贫办，县级扶贫办审核并公示无异后确定,个人|法人,-1
15,全省培育创业致富带头人1000人以上，其中2018年培育600人，2019年培育400人,创业|带头人,-1
15,2020年之前带动10000以上贫困农户通过创业增收实现稳定脱贫,农户|创业,-1
15,（五）开展创业致富带头人培训,创业|带头人,-1
15,县级负责本区域范围内创业农户的培训工作，在2020年之前完成创业农户培训工作,区域范围|创业农户,-1
15,创业农户培训应以转变思想观念、提升信心和能力、激发创业致富内生动力为主,创业农户|能力,-1
15,农户创业培训中心可依托现有农广校、职业学校或其他培训机构创立，一般应具备一次培训30-50人食宿条件,农户创业培训中心|条件,-1
15,生产实践培训根据农户创业意愿类型就近安排，原则上在本县区域内完成培训,农户创业意愿类型|区域,-1
15,（九）创新山海协作机制,山海|机制,-1
15,对其所领办创业项目，符合各级财政支农政策支持方向的，由地方政府统筹有关扶贫资金优先给予支持,领办创业项目|支农政策,-1
15,对工作开展不力、带贫益贫效果不明显等问题，要及时发现并落实整改;对骗取套取扶贫资金等突出问题，依据有关规定，严肃查处并对有关责任人予以问责,贫益|效果,-1
15,各设区市培训建档立卡贫困户任务数,设区|贫困户任务,-1
16,各设区市科技局、经信委(经信局)、财政局，平潭综合实验区社会事业局、经济发展局、财政金融局：,科技局|事业,-1
16,省级高新技术企业扶持办法,高新技术企业|办法,-1
16,2018年第二批省级高新技术企业备案申报截止时间为7月10日，网络提交材料的截止日期是7月20日,高新技术企业备案申报|网络,-1
16,第五条进行自我评价，自评符合入库条件的，可提出备案申请,入库|备案,-1
16,申请企业可登录“高新技术企业认定管理工作网”（暂用，www,企业|高新技术企业认定管理工作网,-1
16,第二点第二条要求准备申报材料（申报材料装订要求见附件1）,申报材料|附件,-1
16,申报企业要对申请材料的真实性负责，若存在弄虚作假行为，一经发现并查实，将按照,申报企业|申请材料,-1
16,省级高新技术企业备案申请企业名单,高新技术企业备案|企业名单,-1
16,企业研发项目经费和高新技术产品（服务）收入表,企业研发|高新技术,-1
16,各设区市科技局、平潭综合实验区社会事业局应于8月,科技局|事业,-1
16,二、省级高新技术企业专项审计中介机构,高新技术企业专项|中介机构,-1
16,规定条件进行自评，符合条件的方可出具专项报告；在出具专项报告时附上,规定|专项报告,-1
16,中介机构信息备案表,中介机构|备案,-1
16,cn）首页“网上办事”中“省级高新技术企业备案”栏目内下载,网上办事|省级高新技术企业备案,-1
16,省级高新技术企业备案申请企业名单,高新技术企业备案|企业名单,-1
16,企业研发项目经费和高新技术产品（服务）收入表,企业研发|高新技术,-1
17,包括旨在提升基地基础条件标准化、生产管理规范化、产品经营产业化水平及提高基地产品品质、扩充产品品类、加强基地直销保供能力等相关改造建设项目,基地|项目,-1
17,已享受过国家或省级财政资金补助的项目不得重复安排,资金|项目,-1
17,（二）市场应急调控资金,市场|资金,-1
17,该资金用于各地开展市场应急调控工作，以保障当地市场供应稳定,资金|市场,-1
17,各地视市场异常波动情况和实施市场应急调控工作情况适时予以安排,市场|情况,-1
17,福建省人民政府办公厅关于加强省级财政专项资金管理若干措施的通知,福建省|专项资金,-1
17,（闽财外〔2016〕32号）要求，制定资金使用方案和申报指南，严格按照资金管理规定和相关程序开展资金申报、审核和拨付工作,闽财外|资金,-1
17,项目资金使用情况，将作为下一年度各地预算安排的依据,项目资金|情况,-1
18,（闽政〔2015〕37号）精神和各地科技主管理部门的推荐情况，现下达各设区市537家单位科技创新券补助经费2782,科技|设区,-1
18,2018年度省级科技创新券补助经费安排表（按地市）,科技|地市,-1
19,2018-2020年农业机械购置补贴实施指导意见,农业机械|补贴,-1
19,2018-2020年福建省农业机械购置补贴实施意见,农业机械|补贴,-1
20,（一）企业注册登记表在上传的附件中增加“企业注册登记表”栏目，数据从企业信息完善表中自动获取，随申报书一起打印,企业注册登记表|附件,-1
20,添加企业简介，包含：产品范围、主营业务、涉及技术领域及行业信息等内容,企业|产品,-1
20,表）、人力资源情况表、研究开发活动情况表（RD表）、上年度高新技术产品（服务）情况（PS,情况表|年度高新技术产品,-1
20,每个知识产权做成一个PDF文件分别上传,知识产权|文件,-1
20,（六）上年度高新技术产品（服务）情况表福建省认定机构具体要求：“上年度高新技术产品（服务）情况表”,上年度高新技术产品（服务）情况表|机构,-1
20,（PS）部分需上传的附件材料及要求如下：1,部分|附件材料,-1
20,转化证明若为转化为PS的，参照本节第1点执行；转化为样品样机的，参照本节第2点执行,证明|样品样机,-1
20,研发项目管理制度,研发|制度,-1
20,研发费用财务管理制度,研发费用|制度,-1
20,研发准备金制度,研发|制度,-1
20,等；●科技人员管理制度、人才绩效评价制度证明材料包含：,科技人员|制度证明材料,-1
20,科技人员培训制度,科技人员|制度,-1
20,研发人员绩效考核制度,研发|制度,-1
20,福建省认定机构具体要求：“研究开发与技术创新组织管理情况表”,机构|研究开发与技术创新组织管理情况表,-1
20,部分需上传的附件材料及要求如下：(1),部分|附件材料,-1
20,将研发机构成立批文，研发设备照片，产学研合作协议书（首页+具体合作内容页+尾页）等，做成一个PDF文件上传,研发机构|文件,-1
20,科技人员继续教育制度,科技人员|制度,-1
20,研发人员绩效考核制度,研发|制度,-1
20,福建省认定机构具体要求：将每个标准（方法、规范）的首页，编制起草单位页（或批准页），做成一个PDF文件分别上传,机构|文件,-1
20,营业执照：企业加盖公章的营业执照扫描件；2,营业执照|企业,-1
20,近一年高新技术产品（服务）收入专项审计或鉴证报告；3,高新技术产品|报告,-1
20,近三年企业所得税年度纳税申报表，每年一个PDF；5,企业|年度纳税,-1
20,近三年研发费用专项审计报告，三年合成一个PDF,研发费用|审计报告,-1
20,营业执照：企业加盖公章的营业执照扫描件,营业执照|企业,-1
21,各设区市科技局，平潭综合实验区社会事业局，有关单位：,科技局|社会事业,-1
21,企业经营规范、社会信誉良好、无不良记录，且为非上市企业,企业|社会,-1
21,企业注册成立时间在2009年1月1日（含）以后,企业|时间,-1
21,大赛按照初创企业组和成长企业组进行比赛,大赛|初创企业,-1
21,cn）；对初创组企业不作此项要求,初创|企业,-1
21,前七届大赛全国总决赛或全国行业总决赛获得一二三名或一二三等奖的企业不参加本届大赛,大赛全国总决赛|企业,-1
21,参赛资格确认截止时间6月21日,参赛资格|时间,-1
21,大赛坚持公益性，不向参赛企业收取任何费用,大赛|参赛企业,-1
22,由省委军民融合办牵头，省军区办公室，省发改委、科技厅、工信厅等部门（单位）共同主办的“福建军民融合项目成果对接会暨军民融合高新技术成果展”（以下简称“对接会暨成果展”）将于今年6·18期间在福州举行,福建军民融合项目成果对接会暨军民融合高新技术成果展|对接会暨成果展,-1
22,福建军民融合科技成果汇编,军民|科技成果,-1
22,",并举行军民融合项目签约仪式",军民|项目,-1
22,现向各单位征集如下成果和项目：,成果|项目,-1
22,福建军民融合科技成果汇编,军民|科技成果,-1
22,军民融合项目成果对接会拟签约项目汇总表,军民|项目成果,-1
23,推进实施外国专家项目绩效评价，建立定性定量相结合的评价体系，将评价结果作为项目经费持续支持的重要依据,外国专家项目|评价,-1
23,（三）已经立项且仍在支持期限内的国家“高校国际化示范学院推进计划（推进计划）”,国家|高校国际化示范学院推进计划（推进计划）,-1
23,0”等，将继续获滚动支持，并按要求上报项目年度工作总结及下年度工作计划，提出经费需求,项目年度|计划,-1
23,此类项目将予以优先重点支持,项目|重点,-1
23,（三）社会与生态建设类,社会|生态,-1
23,（一）申报单位为依法在中国境内设立的企业、科研院所和高校等法人单位,申报单位|高校,-1
23,（二）外国专家或团队人选须符合下列基本条件之一:,外国专家|团队,-1
23,在国际知名企业、机构担任高级职务的专业技术人才和经营管理人才;,职务|技术人才,-1
23,拥有自主知识产权或掌握核心技术的创业人才;,技术|人才,-1
23,（三）项目申报单位要依法依规开展外国专家引进工作，严格遵守在知识产权、同业禁止、聘用及薪酬等方面的法律规定，按照国际惯例与通行做法，推进互利共赢合作,项目申报单位|外国专家,-1
23,cn，地址：福州市华林路80号省政府大院8号楼5层福建省外国（海外）专家局，邮编：350003,外国|专家局,-1
24,），省科技厅、省发改委、省工信厅、省财政厅决定组织开展2019年科技小巨人领军企业遴选和认定工作，有关事项通知如下：,科技厅|巨人领军企业,-1
24,科技小巨人领军企业遴选在符合,科技|巨人领军企业,-1
24,应遴选具有较强创新能力、高成长、良好发展潜力和后劲、良好市场前景，在当地行业内有代表性和领头示范作用的科技型中小企业,科技|中小企业,-1
24,2019年新增遴选的企业，其上年度营业收入、科技人员占比、资产负债率等以2018年数据为准；近3年是指2016至2018年，如企业注册成立未满3年的按实际年限计,企业|科技,-1
24,福建省科技小巨人领军企业申请书,福建省科技|巨人领军企业申请书,-1
24,各设区市（含平潭综合实验区，下同）科技、发改、工信、财政部门应按照当地人民政府工作部署，遴选确定培育名单（名单应含当地挂钩责任领导）,科技|名单,-1
24,二、已入库培育企业信息收集报送,入库|企业,-1
24,对极少数不符要求的企业可予以取消，报送附件3,企业|附件,-1
24,"各设区市请于3月31日前向省科技厅报送相关材料,包括：",科技厅|材料,-1
24,福建省科技小巨人领军企业申请书；,福建省科技|巨人领军企业申请书,-1
24,已入库福建省科技小巨人领军企业资格取消表；,入库福建省科技|巨人领军企业,-1
24,福建省科技小巨人领军企业申请书,福建省科技|巨人领军企业申请书,-1
24,已入库福建省科技小巨人领军企业取消资格表,入库福建省科技|巨人领军企业,-1
25,附件：福建省2018年技术先进型服务企业备案名单,福建省|技术,-1
25,福建省科学技术厅,福建省|技术,-1
25,福建省2018年技术先进型服务企业认定名单,福建省|技术,-1
26,福建省科技创新券补助专项资金管理办法,科技|专项资金,-1
26,申报补助的科技创新服务支出费用须发生在2017年11月1日至2018年12月31日期间（以服务提供方开具发票时间为准）,科技|发票,-1
26,福建省级科技创新券补助专项资金申请表,科技|专项资金,-1
26,和包括购买服务的发票、付款凭证（创客可不提供）、购买服务的合同或佐证等附件材料,发票|创客,-1
26,创客由入驻管理机构代为申请,创客|管理机构,-1
26,申请对象对申请材料的真实性负责,对象|申请材料,-1
26,如出现核定应补金额大于可用经费的情况，可按核定应补金额等比例折算补助或由各设区市（含平潭）补足资金发放,金额|设区,-1
27,福建省级高新技术企业备案实施细则（试行）,福建省|高新技术企业备案,-1
27,凡匿名或无具体理由的异议均不予受理,理由|异议,-1
27,福建省科技厅高新处，联系人：刘美，联系电话：0591-87912017；福建省科技厅纪检组，联系电话：0591－87882538,福建省|联系人,-1
28,（二）涉及国防、国家安全的项目，可按项目所属专业领域通过国家有关专业机构申报,国家|项目,-1
28,（四）推荐项目不得存在知识产权以及完成单位、完成人员等方面争议,项目|单位,-1
28,2019年度国家科学技术奖励提名工作手册,年度国家科学技术|工作手册,-1
28,2019年度国家科学技术奖励提名工作手册,年度国家科学技术|工作手册,-1
28,（二）我厅组织对申报项目及材料进行遴选,项目|材料,-1
28,2019年度国家科学技术奖励提名工作手册,年度国家科学技术|工作手册,-1
28,公示情况需在网络提名截止前上传到国家科学技术奖励综合业务管理平台,国家科学技术|业务管理,-1
29,福建省人民政府办公厅关于推进仿制药质量和疗效一致性评价的实施意见,质量|疗效一致性评价,-1
29,（闽政办〔2016〕181号）精神，规范我省仿制药质量和疗效一致性评价资金补助办法，根据,质量|疗效一致性评价资金,-1
29,福建省仿制药质量和疗效一致性评价资金补助实施办法,质量|疗效一致性评价资金,-1
29,推荐单位将申请表及相关附件纸质材料一式5份，推荐函一式2份寄送省科技厅社发处,单位|申请表,-1
30,申请专项资金支持的企业应符合,专项资金|企业,-1
30,文化产业发展专项资金管理暂行办法,文化产业|专项资金,-1
30,（一）申报企业须为在福建省（不含厦门）境内注册，具有独立法人资格，具备文化服务出口相关资质的企业,申报企业|文化,-1
30,（1）期间内文化服务出口合同数据,文化|数据,-1
30,（2）期间内文化服务出口合同的执行数据,文化|数据,-1
30,提交形成申请表前可对已填报信息进行修改，提交后将无法修改,申请表|信息,-1
30,申请表和单证明细表,申请表|单证,-1
30,出口单证包括有效出口合同、银行收汇凭证等（如合同为外文，应附翻译件），出口单证以A4纸复印，请有序排列,单证|收汇,-1
30,，组织开展绩效考核工作（资金下达时将一并批复绩效目标表）,资金|目标,-1
31,"的条件和标准，推荐所属行业的文化企业申报,并在企业申请表中出具意见",标准|文化企业申报,-1
31,二、文化出口企业按,文化|企业,-1
31,三、请各设区市商务局和平潭综合实验区经发局于2018年10月25日前将当地企业申报材料一式五份（含电子版一份）及申报汇总表（见附件）送省商务厅,企业申报材料|商务厅,-1
31,获得认定的企业，将根据有关规定给以奖励；其中获得认定的厦门市企业的奖励办法由当地有关部门另行制定和实施,企业|办法,-1
31,五、申报通知及相关表格电子版可从省商务厅网站（http://swt,申报|商务厅,-1
31,福建省文化厅福建省新闻出版广电局2018年10月8日,福建省文化厅|新闻出版广电局,-1
31,第六条申请认定为文化出口重点企业应同时符合以下条件：,文化|重点企业,-1
31,（一）在福建省内依法注册，具有企业法人资格；,福建省|企业,-1
31,（二）文化产品和服务内容积极健康，无法律法规禁止的内容；,文化产品|内容,-1
31,（三）各类文化出口重点企业应符合第七条规定相应的出口实绩条件；,文化|重点企业,-1
31,2．具有国际市场开发和营销潜力,国际市场|潜力,-1
31,1．出版单位年出口额10万美元以上，发行单位年出口额20万美元以上；,出版单位|出口额,-1
31,1．年出口额1万美元以上或版权输出种类达到5种；,出口额|版权,-1
31,2．独立设计能力较强，印刷技术水平居全国前列；,能力|水平,-1
31,4．印刷内容反映中华文化,内容|中华文化,-1
31,2．具有良好发展潜质，在提升电影文化产品的生产、发行、播映和后产品开发能力等方面成绩突出；,电影文化产品|能力,-1
31,3．积极与国外广播影视机构合作，拥有较为成熟的境外销售网络，境外宣传和推广活动效果突出,影视机构|网络,-1
31,说明：电影产品出口包括电影完成片、宣传片、素材及其版权的出口,电影产品|版权,-1
31,2．具有良好发展潜质，在提升电视文化产品的生产、发行、播映和后产品开发能力等方面成绩突出；,电视文化产品|能力,-1
31,3．积极与国外广播影视机构合作，拥有较为成熟的境外销售网络，境外宣传和推广活动效果突出,影视机构|网络,-1
31,说明：电视产品出口包括电视完成片、宣传片、素材及其版权的出口,电视产品|版权,-1
31,中外合作制作电影、电视节目服务,电影|电视节目,-1
31,说明：中外合作制作电影、电视节目服务包括：1．中外合作制作电影是指依法取得,电影|电视节目,-1
31,2．已实施具有影响力的成功案例，在业内具有较高知名度；,影响力|知名度,-1
31,2．具有对外承包工程资格，已实施具有影响力的成功案例，在业内具有较高知名度；,影响力|知名度,-1
31,2．具有对外承包工程资格，已实施具有影响力的成功案例，在业内具有较高知名度；,影响力|知名度,-1
31,2．具有一定国际市场开发和营销能力；,国际市场|能力,-1
31,说明：演艺服务类包括文艺创作和表演、文艺演出经纪等,演艺|经纪,-1
31,3．展览体现中国主流艺术价值，具有较高的艺术水平和国际市场开发前景,艺术水平|国际市场,-1
31,2．拥有自主知识产权和自有品牌；,知识产权|品牌,-1
31,2．拥有自主知识产权的原创动漫形象或核心技术；,知识产权|原创动漫,-1
31,境外分支机构年营业额20万美元以上；,机构|营业额,-1
31,2．拥有自主知识产权和自主品牌；,知识产权|品牌,-1
31,4．服务具备较高专业化水平，在业内有较强影响力，处于行业领先地位,水平|影响力,-1
31,2．核心技术拥有自主知识产权，服务具备较高专业化水平；,知识产权|水平,-1
31,1．创意设计服务年出口额10万美元以上；,创意设计|出口额,-1
31,2．拥有自主知识产权，体现较高的文化附加值；,知识产权|文化附加值,-1
31,2．具有原创性，体现中华文化特色；,原创|中华文化特色,-1
31,2．具有良好的译制资质，从事中华文化产品的外语译制出版工作；,资质|中华文化产品,-1
31,第九条申报认定单位应提交以下材料（纸质材料各一式八份，电子资料一份，以光盘或者U盘方式上报）,申报|材料,-1
31,文化出口重点企业认定申请表；,文化|重点企业,-1
31,企业营业执照副本复印件、税务登记证复印件；,企业|复印件,-1
31,文化出口重点企业申请认定的程序如下：,文化|重点企业,-1
31,（二）申报认定、材料审核,申报|材料,-1
31,5、省外经贸厅召开认定评审专家小组会议，审核企业申报材料，提出拟通过认定的企业名单,外经贸厅|企业申报材料,-1
31,1、拟认定为“福建省文化出口重点企业”的，将在省外经贸厅网站上公示五个工作日；,福建省文化出口重点企业|外经贸厅,-1
31,（三）从事制作、生产、销售、传播存在违法内容或侵权盗版文化产品的，或者使用未经授权许可的文化产品的；,内容|文化产品,-1
32,进口博览会由国家贸易投资综合展、企业商业展和虹桥国际经贸论坛构成，总面积约27万平方米,博览会|企业,-1
32,目前已有130多个国家2600余家企业报名参展，其中世界500强企业及跨国企业超过200家,企业|世界,-1
32,采购商组织重点对象包括批发零售企业、进口贸易企业、各类交易中心、各类经销商代理商、电子商务企业、生产制造和服务企业以及终端用户；医疗、教育、科研、文化、旅游、体育等机构和企业,采购商|企业,-1
33,商务部关于2018年外经贸发展专项资金重点工作的通知(财行〔2018〕91号，以下简称,商务部|资金重点,-1
33,商务部关于印发〈外经贸发展专项资金管理办法〉的通知,商务部|资金,-1
33,鼓励进口技术和产品目录（2016年版）,技术|产品目录,-1
33,）中的产品（不含旧品），或自非关联企业引进列入,产品|关联企业,-1
33,（三）进口产品的申请企业应当是,进口产品|企业,-1
33,上的消费使用单位；进口技术的申请企业应当是,技术|企业,-1
33,（四）进口产品应当在2017年7月1日至2018年6月30日期间完成进口报关（以海关结关日期为准）；进口技术应当在2017年7月1日至2018年6月30日期间执行合同，并取得银行出具的付汇凭证,进口产品|技术,-1
33,中“鼓励发展的重点行业”项下的设备，未列入,鼓励发展的重点行业|项下,-1
33,（财政部、国家发展改革委、海关总署、国家税务总局公告2012年第83号）,财政部|国家,-1
33,申请项目汇率按中国人民银行公布的2018年6月30日人民币汇率中间价为计算依据,汇率|人民币,-1
33,三、填报材料（一）企业法定代表人签字的申请文件，包括：企业基本情况、进口用途、预计可产生的效益、项目绩效目标（工作和目标完成情况）等,材料|企业,-1
33,（三）企业营业执照（复印件）,企业|复印件,-1
33,及银行出具的注明技术进口合同号的付汇凭证（复印件）,技术|复印件,-1
33,技术进口额是指通过转让、许可、委托开发、合作开发、技术咨询等方式自非关联企业引进,技术|关联企业,-1
33,内技术所支付的技术费金额(不含设备、培训、调试、差旅等费用，不含以年度销售额、利润等为基数按比例支付的技术引进费),技术|金额,-1
33,（八）进口“鼓励发展的重点行业”项下的设备，需提供,鼓励发展的重点行业|项下,-1
33,国家鼓励发展的内外资项目确认书,国家|外资项目,-1
33,进出口货物征免税证明,货物|证明,-1
33,国家鼓励发展的内外资项目确认书,国家|外资项目,-1
33,以上材料均需加盖企业公章,材料|企业,-1
33,四、申报材料上报与审核（一）企业按照上述要求组织详细的申报材料，并按上述顺序装订成册，报送至所在设区市商务主管部门，同时提供企业申请报告、,申报材料|企业,-1
33,在审核企业提交的复印件材料时，需核对材料的原件，经核对无误后，原件退还企业；2,企业|复印件材料,-1
33,国家鼓励发展的内外资项目确认书,国家|外资项目,-1
